id,date,text,views,forwards,replies,reactions,hour,weekday,love_reactions,total_reactions
18794,2025-05-21 13:54:05+00:00,"Все эти дни следим за дорожкой на Каннском кинофестивале. Больше всего вдохновляемся легкими расслабленными образами🤍

Слегка небрежные локоны, спокойный макияж, немного загара и румян — самое то для лета. Уже нашли продукты, которые нам понадобятся для создания образа а-ля Французская Ривьера. 

— солевой спрей для создания расслабленной укладки 
— хайлайтер для тела, чтобы создать эффект «подсвеченной» кожи 
— румяна для лица, чтобы освежить тон 
— легкая бронзирующая пудра для лица, будто мы загорали всю неделю

Какой образ понравился больше? Пишите в комментариях!",85649,42,22,"{'ReactionCustomEmoji(document_id=5246778936951602392)': 403, ""ReactionEmoji(emoticon='❤')"": 336, ""ReactionEmoji(emoticon='👍')"": 138, ""ReactionEmoji(emoticon='🔥')"": 74, ""ReactionEmoji(emoticon='😍')"": 13, ""ReactionEmoji(emoticon='😁')"": 9, ""ReactionEmoji(emoticon='😇')"": 7, ""ReactionEmoji(emoticon='⚡')"": 4}",13,2,336,984
18955,2025-05-29 06:47:21+00:00,"Усиливаем действие масла разглаживающим кремом с криоактивной текстурой. Комплекс из экстракта чая матчи и растительного кофеина способствует сжиганию жиров, устранению целлюлита, укреплению и упругости кожи!

Реклама",87308,32,6,"{'ReactionCustomEmoji(document_id=5246778936951602392)': 345, ""ReactionEmoji(emoticon='❤')"": 237, ""ReactionEmoji(emoticon='👍')"": 104, ""ReactionEmoji(emoticon='🔥')"": 73, ""ReactionEmoji(emoticon='😍')"": 22, ""ReactionEmoji(emoticon='😁')"": 13, ""ReactionEmoji(emoticon='😇')"": 3, ""ReactionEmoji(emoticon='⚡')"": 2}",6,3,237,799
18474,2025-04-30 15:10:23+00:00,"Всё лето будем использовать эти средства для сияния и защиты от солнца✨

Они входят в гамму Ambre Solaire от Garnier, которая существует уже 90 лет и подходит для чувствительного типа кожи!  Включаем в ежедневный уход:

▫️ легкий флюид с SPF 50+ и гиалуроновой кислотой, когда коже понадобится дополнительное увлажнение; 
▫️ сыворотку с SPF 50+ и комплексом церамидов, если будет нужно восстановить защитный барьер; 
▫️ автозагар в каплях, когда захочется бронзовый оттенок кожи даже в пасмурную погоду.

Реклама",90754,62,32,"{""ReactionEmoji(emoticon='👍')"": 349, ""ReactionEmoji(emoticon='❤')"": 263, 'ReactionCustomEmoji(document_id=5343638107403087029)': 188, ""ReactionEmoji(emoticon='⚡')"": 41, ""ReactionEmoji(emoticon='🔥')"": 27, ""ReactionEmoji(emoticon='😁')"": 8, ""ReactionEmoji(emoticon='😍')"": 8}",15,2,263,884
20596,2025-08-28 14:34:48+00:00,"Внезапное желание посреди дня, когда тебе 25+: купить аэрогриль и кофемашину💅🏻

Да, косметика из Золотого Яблока на осень тоже нужна. Но как мы без тыквенного латте и запеченной картошечки?

Сейчас технику Kitfort можно заказать со скидками до −30% (например, вертикальный пылесос стоит чуть больше 9 000 ₽):

— кофеварка
— аэрогриль
— паровая швабра
— беспроводной пылесос
— ручной отпариватель
— холодильник для косметики

Реклама",67808,114,16,"{""ReactionEmoji(emoticon='❤')"": 547, 'ReactionCustomEmoji(document_id=5294214784856649592)': 282, ""ReactionEmoji(emoticon='😍')"": 136, ""ReactionEmoji(emoticon='🔥')"": 64, ""ReactionEmoji(emoticon='👍')"": 42, ""ReactionEmoji(emoticon='😁')"": 14, ""ReactionEmoji(emoticon='⚡')"": 13, ""ReactionEmoji(emoticon='😇')"": 5}",14,3,547,1103
20371,2025-08-17 16:18:06+00:00,"Эти премиум-хиты не оставят на лице ни капли загрязнений🌟

Собрали четыре формата для очищения: от мельчайшей пудры до масла, которое смывает даже водостойкую тушь. Выбирай свой!

— ферментная пудра Babor
— мусс Thalgo
— очищающая вода Shiseido
— очищающее масло Clarins

Реклама",89571,60,38,"{""ReactionEmoji(emoticon='❤')"": 583, 'ReactionCustomEmoji(document_id=5294214784856649592)': 323, ""ReactionEmoji(emoticon='🔥')"": 148, ""ReactionEmoji(emoticon='👍')"": 73, ""ReactionEmoji(emoticon='😇')"": 17, ""ReactionEmoji(emoticon='😁')"": 16, ""ReactionEmoji(emoticon='😍')"": 16, ""ReactionEmoji(emoticon='⚡')"": 12}",16,6,583,1188
20207,2025-08-09 14:03:32+00:00,"Новый аромат State of Mind, вдохновленный балетом «Шехеразада»🕌

Экзотические ноты опунции, шафрана и уникальное трио роз сплелись в сказочную композицию Oriental Opulence. Ее таинственный характер подчеркивает древесный аккорд уда и акигалавуда, заключенный в роскошный черно-золотой флакон (будто из сокровищницы царя Шахрияра). 

Попробуй древесно-амбровый аромат в компактной версии 10 мл или возьми сразу 100 мл, если любишь сложные, многослойные композиции. Кстати, сейчас этот и другие ароматы можно взять с доп. скидкой –20% по промокоду ДВА, успевай.",99092,127,33,"{""ReactionEmoji(emoticon='❤')"": 732, 'ReactionCustomEmoji(document_id=5292238301036559394)': 296, ""ReactionEmoji(emoticon='😍')"": 170, ""ReactionEmoji(emoticon='😁')"": 61, ""ReactionEmoji(emoticon='👍')"": 47, ""ReactionEmoji(emoticon='🔥')"": 44, ""ReactionEmoji(emoticon='⚡')"": 30, ""ReactionEmoji(emoticon='😇')"": 23}",14,5,732,1403
18007,2025-04-02 07:33:35+00:00,"1 апреля прошло, мы все посмеялись над золотой эрой Золотого Яблока, но кое-что было взаправду… 

Конкурс с золотыми бьюти-боксами — это не часть первоапрельской шутки! У вас еще есть время, чтобы принять участие и получить шанс выиграть лимитированный бокс с хитами Золотого Яблока🛍️",263165,365,301,"{'ReactionCustomEmoji(document_id=5341831468064727862)': 3261, ""ReactionEmoji(emoticon='❤')"": 1287, ""ReactionEmoji(emoticon='👍')"": 637, ""ReactionEmoji(emoticon='🔥')"": 263, ""ReactionEmoji(emoticon='😍')"": 120, ""ReactionEmoji(emoticon='😁')"": 51, ""ReactionEmoji(emoticon='😇')"": 50, ""ReactionEmoji(emoticon='⚡')"": 48}",7,2,1287,5717
19640,2025-07-10 13:05:26+00:00,"Вам приглашение на день рождения Золотого Яблока🎂 Гости уже на месте, промокод и розыгрыш тоже — ждем только вас. Нажимайте сюда и не забывайте поучаствовать в конкурсе!",126990,58,53,"{""ReactionEmoji(emoticon='❤')"": 841, 'ReactionCustomEmoji(document_id=5408936677047570928)': 347, ""ReactionEmoji(emoticon='👍')"": 187, ""ReactionEmoji(emoticon='😁')"": 71, ""ReactionEmoji(emoticon='🔥')"": 40, ""ReactionEmoji(emoticon='😇')"": 31, ""ReactionEmoji(emoticon='⚡')"": 24, ""ReactionEmoji(emoticon='😍')"": 22}",13,3,841,1563
20142,2025-08-04 13:21:48+00:00,"Добавленный в образ Mind Games French Defense — это шах и мат одновременно🖤

Поздний вечер, ты приглашена на закрытое мероприятие. На тебе строгое, но элегантное черное платье. Композиция из нот спелой вишни, ликера и бархатистой древесины переплетается с атмосферой таинственности и интриги.",99965,70,26,"{""ReactionEmoji(emoticon='❤')"": 539, 'ReactionCustomEmoji(document_id=5292238301036559394)': 228, ""ReactionEmoji(emoticon='👍')"": 122, ""ReactionEmoji(emoticon='🔥')"": 88, ""ReactionEmoji(emoticon='😍')"": 16, ""ReactionEmoji(emoticon='😁')"": 13, ""ReactionEmoji(emoticon='⚡')"": 12, ""ReactionEmoji(emoticon='😇')"": 12}",13,0,539,1030
20789,2025-09-04 11:07:22+00:00,"Что в Золотом Яблоке покупали чаще всего летом-2025💚

Собрали самые популярные товары из разных категорий в одном посте. Делитесь и вы фотографиями или скринами летних покупок! 

P. S. Ссылки оставили в комментариях.",94282,155,73,"{""ReactionEmoji(emoticon='❤')"": 1462, 'ReactionCustomEmoji(document_id=5294214784856649592)': 876, ""ReactionEmoji(emoticon='🔥')"": 458, ""ReactionEmoji(emoticon='👍')"": 170, ""ReactionEmoji(emoticon='😍')"": 56, ""ReactionEmoji(emoticon='⚡')"": 52, ""ReactionEmoji(emoticon='😁')"": 50, ""ReactionEmoji(emoticon='😇')"": 41}",11,3,1462,3165
19493,2025-06-29 13:14:23+00:00,Берем на заметку бьюти-находки для отпуска от Елены Ромашиной🩷,63566,0,0,"{""ReactionEmoji(emoticon='❤')"": 266, 'ReactionCustomEmoji(document_id=5294214784856649592)': 134, ""ReactionEmoji(emoticon='🔥')"": 58, ""ReactionEmoji(emoticon='👍')"": 31, ""ReactionEmoji(emoticon='😍')"": 14, ""ReactionEmoji(emoticon='😇')"": 7, ""ReactionEmoji(emoticon='⚡')"": 6, ""ReactionEmoji(emoticon='😁')"": 6}",13,6,266,522
19322,2025-06-19 05:13:00+00:00,"Думаем, намеков уже достаточно! Да, мы запустили промокод БОЛЬШЕ⭐️ 

С ним доп.скидка растет от –5% до –25%. Плюс промокода — его можно использовать много раз. Заказывайте всё для отпуска, образов на вечеринки до рассвета, пикников, отдыха на даче с промокодом БОЛЬШЕ.

Только до 26 июня включительно. Подробные условия здесь.",124598,255,83,"{""ReactionEmoji(emoticon='❤')"": 657, 'ReactionCustomEmoji(document_id=5294214784856649592)': 324, ""ReactionEmoji(emoticon='🔥')"": 170, ""ReactionEmoji(emoticon='😍')"": 72, ""ReactionEmoji(emoticon='👍')"": 24, ""ReactionEmoji(emoticon='⚡')"": 19, ""ReactionEmoji(emoticon='😁')"": 13, ""ReactionEmoji(emoticon='😇')"": 6}",5,3,657,1285
18757,2025-05-19 14:16:34+00:00,"Опрос! Ставьте реакцию: 

❤️ — если хотели бы найти уход, который сделает тон ровнее 
🔥 — если в поиске средства от пигментации
🍏 — если вам просто нравится наш телеграм-канал",99153,5,34,"{""ReactionEmoji(emoticon='❤')"": 2126, 'ReactionCustomEmoji(document_id=5246778936951602392)': 1736, ""ReactionEmoji(emoticon='🔥')"": 781, ""ReactionEmoji(emoticon='👍')"": 57, ""ReactionEmoji(emoticon='😁')"": 18, ""ReactionEmoji(emoticon='😍')"": 12, ""ReactionEmoji(emoticon='⚡')"": 11, ""ReactionEmoji(emoticon='😇')"": 5}",14,0,2126,4746
18684,2025-05-15 14:35:12+00:00,"Карамельный глянец и тот самый красный из 90-х — повторили самые модные лип-комбо из соцсетей✨

Показываем, что нам пригодилось:

👉блеск Mixit
👉водостойкий карандаш 3INA

👉бальзам FOR ME
👉карандаш Naj Oleari

👉матовая помада RAD
👉карандаш Naj Oleari

Реклама",125635,153,102,"{""ReactionEmoji(emoticon='❤')"": 750, 'ReactionCustomEmoji(document_id=5246778936951602392)': 274, ""ReactionEmoji(emoticon='👍')"": 122, ""ReactionEmoji(emoticon='⚡')"": 98, ""ReactionEmoji(emoticon='🔥')"": 25, ""ReactionEmoji(emoticon='😍')"": 20, ""ReactionEmoji(emoticon='😁')"": 10, ""ReactionEmoji(emoticon='😇')"": 8}",14,3,750,1307
19112,2025-06-04 13:04:10+00:00,"Начинаем стрим⚡️ Бьюти-блогер Софи Балябина расскажет, как сохранить красоту волос в отпуске, и покажет бьюти-средства, которые спасают после солёной воды и ультрафиолета. 

Подключайтесь и участвуйте в розыгрыше!",115645,9,0,"{""ReactionEmoji(emoticon='❤')"": 425, 'ReactionCustomEmoji(document_id=5328140791657297056)': 149, ""ReactionEmoji(emoticon='👍')"": 112, ""ReactionEmoji(emoticon='⚡')"": 54, ""ReactionEmoji(emoticon='😁')"": 18, ""ReactionEmoji(emoticon='🔥')"": 11, ""ReactionEmoji(emoticon='😍')"": 8}",13,2,425,777
19427,2025-06-26 10:38:15+00:00,"Правильно расставленные приоритеты… 

Промокод БОЛЬШЕ действует последний день! Успей использовать⚡️",87605,64,39,"{""ReactionEmoji(emoticon='❤')"": 555, 'ReactionCustomEmoji(document_id=5294214784856649592)': 273, ""ReactionEmoji(emoticon='👍')"": 114, ""ReactionEmoji(emoticon='⚡')"": 51, ""ReactionEmoji(emoticon='🔥')"": 20, ""ReactionEmoji(emoticon='😁')"": 18, ""ReactionEmoji(emoticon='😍')"": 9, ""ReactionEmoji(emoticon='😇')"": 9}",10,3,555,1049
18167,2025-04-14 14:50:34+00:00,"Дарим полноразмерный увлажняющий крем при покупке ухода THE U!

До 8 мая добавляй в корзину продукты бренда на сумму от 2 500 рублей и получи Keep Calm, 50 мл. В его составе есть экстракт центеллы, чтобы успокоить раздражения, и фруктоолигосахариды — пребиотики, которые помогают укрепить микробиом.

Акция действует только онлайн, все подробности ищи здесь. 

Реклама",140210,145,42,"{""ReactionEmoji(emoticon='❤')"": 828, ""ReactionEmoji(emoticon='🔥')"": 213, ""ReactionEmoji(emoticon='👍')"": 207, 'ReactionCustomEmoji(document_id=5343638107403087029)': 130, ""ReactionEmoji(emoticon='😁')"": 39, ""ReactionEmoji(emoticon='😍')"": 17, ""ReactionEmoji(emoticon='😇')"": 11, ""ReactionEmoji(emoticon='⚡')"": 10}",14,0,828,1455
20223,2025-08-10 13:16:11+00:00,"Две баночки корейского премиум-бренда Ohui, которые выкрутят сияние кожи на максимум🌟

Они входят в антиэйдж-линейку The First Geniture с комплексом Signature 83 Cell, который основан на экстракте стволовых клеток растений. Этот актив усиливает выработку коллагена и эластина — плюс к гладкости кожи! Еще он оберегает от воздействия пыли, выхлопных газов и других вредных факторов.

Формула проникает в глубокие слои кожи, подсвечивает ее и разглаживает морщинки так, словно их и не было. Для знакомства с линейкой можно взять эти два средства (до конца дня на них как раз действуют промокоды!):

— увлажняющая эмульсия
— крем для кожи вокруг глаз с аппликатором",90816,114,34,"{'ReactionCustomEmoji(document_id=5292238301036559394)': 552, ""ReactionEmoji(emoticon='❤')"": 445, ""ReactionEmoji(emoticon='😍')"": 192, ""ReactionEmoji(emoticon='😁')"": 111, ""ReactionEmoji(emoticon='👍')"": 47, ""ReactionEmoji(emoticon='🔥')"": 45, ""ReactionEmoji(emoticon='⚡')"": 31, ""ReactionEmoji(emoticon='😇')"": 21}",13,6,445,1444
18402,2025-04-28 14:50:13+00:00,"ART&FACT. был основан в 2020 году тремя друзьями-предпринимателями. Бренд активно ворвался на рынок, начав с онлайн-продаж, а теперь его можно найти в магазинах Золотого Яблока. В этом году ART&FACT. открыл собственное производство, на котором разрабатывают новые средства и совершенствуют уже существующие формулы.

Ориентироваться в ассортименте просто. На всех продуктах ART&FACT. указаны основные активы и их концентрация. Вы сразу понимаете, что внутри. 

Рассказывать о эффективности продуктов гораздо проще не примерах. На карточках найдете информацию о бестселлерах бренда и их действии. Знакомьтесь, возможно, вы найдете сыворотку, крем или пилинг под свой запрос именно в этом посте. 

— Сыворотка с цинком и ниацинамидом 
— Кровавый пилинг с кислотами
— Лосьон с экстрактом ромашки и молочной кислотой 
— Крем-гель вокруг глаз с кофеином 
— Энзимная пудра-пилинг с азелаиновой кислотой 

Реклама",94964,220,24,"{""ReactionEmoji(emoticon='❤')"": 549, ""ReactionEmoji(emoticon='👍')"": 187, 'ReactionCustomEmoji(document_id=5343638107403087029)': 182, ""ReactionEmoji(emoticon='🔥')"": 95, ""ReactionEmoji(emoticon='😁')"": 27, ""ReactionEmoji(emoticon='😍')"": 13, ""ReactionEmoji(emoticon='⚡')"": 12}",14,0,549,1065
20027,2025-07-28 15:59:16+00:00,"#Находка_дня — диффузор с ароматом ликера❤️

Реклама",91189,94,31,"{""ReactionEmoji(emoticon='👍')"": 488, ""ReactionEmoji(emoticon='❤')"": 341, 'ReactionCustomEmoji(document_id=5408936677047570928)': 199, ""ReactionEmoji(emoticon='😁')"": 54, ""ReactionEmoji(emoticon='🔥')"": 24, ""ReactionEmoji(emoticon='😍')"": 22, ""ReactionEmoji(emoticon='⚡')"": 21, ""ReactionEmoji(emoticon='😇')"": 17}",15,0,341,1166
20407,2025-08-19 14:36:27+00:00,"6 средств для интимной гигиены Levrana (есть даже для детей).

Из них две новинки — очищающий гель для беременных и во время менопаузы. Формулы с растительными экстрактами бережно очищают нежную кожу и поддерживают естественный рН-баланс. В составах ромашка, календула, клевер. 

Выбирай подходящий для себя формат на каждый день: 

— гель для интимной гигиены, 250 мл
— рефил геля для интимной гигиены, в большом объеме 400 мл (выбирая рефилы, вы заботитесь об окружающей среде 🌱)
— гель для интимной гигиены во время беременности, 250 мл
— гель для интимной гигиены во время менопаузы, 250 мл
— детский гель «Череда», 250 мл, гипоаллергенно, 0+
— детская пенка «Череда», 150 мл, гипоаллергенно, 0+

Реклама",96579,85,31,"{""ReactionEmoji(emoticon='❤')"": 685, 'ReactionCustomEmoji(document_id=5294214784856649592)': 375, ""ReactionEmoji(emoticon='🔥')"": 178, ""ReactionEmoji(emoticon='😍')"": 76, ""ReactionEmoji(emoticon='👍')"": 54, ""ReactionEmoji(emoticon='😇')"": 16, ""ReactionEmoji(emoticon='⚡')"": 14, ""ReactionEmoji(emoticon='😁')"": 9}",14,1,685,1407
18729,2025-05-18 09:33:11+00:00,"Уход Aman пахнет дорогим отдыхом где-то на далеких островах🤎

Его необычные банки, похожие на деревянные сосуды, придумал знаменитый японский архитектор Кенго Кума. Поэтому на полке в ванной у нас красуется не просто уход, а целое произведение искусства!

Каждое средство помогает по-настоящему расслабиться и переключиться после долгого рабочего или активного дня. Сегодня устроили релакс с этими продуктами: 

— мист для лица Purifying Ocean Face Mist
— масло для тела Nourishing Body Oil",105531,78,27,"{""ReactionEmoji(emoticon='❤')"": 554, 'ReactionCustomEmoji(document_id=5246778936951602392)': 213, ""ReactionEmoji(emoticon='👍')"": 161, ""ReactionEmoji(emoticon='😍')"": 65, ""ReactionEmoji(emoticon='🔥')"": 12, ""ReactionEmoji(emoticon='⚡')"": 7, ""ReactionEmoji(emoticon='😁')"": 7, ""ReactionEmoji(emoticon='😇')"": 7}",9,6,554,1026
19061,2025-06-01 04:21:06+00:00,SMM-отдел Золотого Яблока сегодня,100898,123,46,"{""ReactionEmoji(emoticon='❤')"": 1709, ""ReactionEmoji(emoticon='😁')"": 763, 'ReactionCustomEmoji(document_id=5246778936951602392)': 407, ""ReactionEmoji(emoticon='⚡')"": 89, ""ReactionEmoji(emoticon='😍')"": 59, ""ReactionEmoji(emoticon='🔥')"": 57, ""ReactionEmoji(emoticon='👍')"": 42, ""ReactionEmoji(emoticon='😇')"": 25}",4,6,1709,3151
20215,2025-08-10 06:59:30+00:00,"Как думаете, он им понравился?..

Когда уже рассказала подружкам про бальзам-тинт Yadah, но хочется, чтобы он был на слуху вообще у всех🧡 Такой увлажняющий, невесомый, нежно-персиковый — теперь про него знаете и вы тоже!",82389,9,9,"{""ReactionEmoji(emoticon='❤')"": 608, 'ReactionCustomEmoji(document_id=5292238301036559394)': 308, ""ReactionEmoji(emoticon='👍')"": 165, ""ReactionEmoji(emoticon='🔥')"": 79, ""ReactionEmoji(emoticon='😁')"": 33, ""ReactionEmoji(emoticon='😍')"": 27, ""ReactionEmoji(emoticon='⚡')"": 25, ""ReactionEmoji(emoticon='😇')"": 19}",6,6,608,1264
18855,2025-05-24 12:41:26+00:00,"Тренд на сливочный оттенок захватил наш гардероб и косметичку тоже🧈

Когда увидели стильные двойные румяна Simihaze, сразу решили — надо! Раз уж зашли в Золотое Яблоко, то почему бы и не округлить сумму в чеке другими находками бренда и любимчиками FOR ME:

— двойные румяна Simihaze
— тинт для лица Simihaze
— крем для рук FOR ME 
— бальзам для губ FOR ME
— мультистик для макияжа FOR ME",98880,47,12,"{""ReactionEmoji(emoticon='❤')"": 551, 'ReactionCustomEmoji(document_id=5246778936951602392)': 204, ""ReactionEmoji(emoticon='😍')"": 127, ""ReactionEmoji(emoticon='👍')"": 86, ""ReactionEmoji(emoticon='🔥')"": 19, ""ReactionEmoji(emoticon='😇')"": 9, ""ReactionEmoji(emoticon='⚡')"": 8, ""ReactionEmoji(emoticon='😁')"": 7}",12,5,551,1011
18452,2025-04-30 08:01:22+00:00,"В любимой рубрике админа #историябренда сегодня расскажем о знаменитом французском бренде❤️

Пишите ваши варианты в комментарии!",88572,1,41,"{""ReactionEmoji(emoticon='❤')"": 432, 'ReactionCustomEmoji(document_id=5343638107403087029)': 233, ""ReactionEmoji(emoticon='🔥')"": 106, ""ReactionEmoji(emoticon='👍')"": 64, ""ReactionEmoji(emoticon='😍')"": 16, ""ReactionEmoji(emoticon='😁')"": 8, ""ReactionEmoji(emoticon='😇')"": 7}",8,2,432,866
20366,2025-08-17 15:11:16+00:00,"Решили вспомнить культовые наряды из кино и подобрать к ним ароматы. Вот что получилось! Пишите в комментариях, какие нравятся больше всего🩶

— парфюмерная вода для Кэрри 
— парфюмерная воды для Холли Голайтли 
— парфюмерная вода для Cесилии Таллис
— парфюмерная вода для Энди Андерсон 
— парфюмерная вода для Лорелей",82020,126,16,"{""ReactionEmoji(emoticon='❤')"": 578, 'ReactionCustomEmoji(document_id=5294214784856649592)': 299, ""ReactionEmoji(emoticon='🔥')"": 163, ""ReactionEmoji(emoticon='👍')"": 76, ""ReactionEmoji(emoticon='😍')"": 17, ""ReactionEmoji(emoticon='⚡')"": 15, ""ReactionEmoji(emoticon='😇')"": 14, ""ReactionEmoji(emoticon='😁')"": 12}",15,6,578,1174
18260,2025-04-21 13:19:27+00:00,"+1 точка на карте⛈️

Мы открыли новый магазин Apple Box! Есть догадки, где именно?",128444,172,408,"{""ReactionEmoji(emoticon='😍')"": 1041, ""ReactionEmoji(emoticon='❤')"": 533, 'ReactionCustomEmoji(document_id=5343638107403087029)': 422, ""ReactionEmoji(emoticon='👍')"": 149, ""ReactionEmoji(emoticon='😁')"": 32, ""ReactionEmoji(emoticon='⚡')"": 27, ""ReactionEmoji(emoticon='🔥')"": 27, ""ReactionEmoji(emoticon='😇')"": 16}",13,0,533,2247
20850,2025-09-08 14:01:06+00:00,"#осенний_марафон продолжается🍂

Сегодня еще и понедельник, значит — это идеальное время для новых полезных привычек! 

Поэтому задание №4: ввести дополнительный этап для увлажнения кожи.",100691,49,26,"{""ReactionEmoji(emoticon='❤')"": 759, 'ReactionCustomEmoji(document_id=5294214784856649592)': 409, ""ReactionEmoji(emoticon='🔥')"": 228, ""ReactionEmoji(emoticon='👍')"": 99, ""ReactionEmoji(emoticon='⚡')"": 20, ""ReactionEmoji(emoticon='😁')"": 20, ""ReactionEmoji(emoticon='😇')"": 20, ""ReactionEmoji(emoticon='😍')"": 2}",14,0,759,1557
20801,2025-09-05 08:32:01+00:00,"Сегодня в 16:00 (мск) проведем прямой эфир вместе с Юлией Носевич⚡️ 

Поговорим об увлажнении кожи: как идентифицировать сухость и обезвоженность, какими средствами их нейтрализовывать. Не пропусти!",91360,2,10,"{""ReactionEmoji(emoticon='❤')"": 810, 'ReactionCustomEmoji(document_id=5294214784856649592)': 457, ""ReactionEmoji(emoticon='🔥')"": 290, ""ReactionEmoji(emoticon='👍')"": 129, ""ReactionEmoji(emoticon='⚡')"": 50, ""ReactionEmoji(emoticon='😇')"": 32, ""ReactionEmoji(emoticon='😁')"": 30, ""ReactionEmoji(emoticon='😍')"": 5}",8,4,810,1803
19483,2025-06-29 07:20:22+00:00,"Бьюти-итоги июня: что чаще всего покупали в Золотом Яблоке👇🏻

Собрали статистику всех заказов и составили список фаворитов. В нем — сияющий бронзер с эффектом загара, охлаждающий стик от отечности (после вечеринки до первых лучей солнца), спрей для объемных локонов и другие хиты. 

Все ссылки — в комментариях. Забирай, пока не раскупили!

Реклама",76861,125,54,"{""ReactionEmoji(emoticon='❤')"": 563, 'ReactionCustomEmoji(document_id=5294214784856649592)': 272, ""ReactionEmoji(emoticon='🔥')"": 122, ""ReactionEmoji(emoticon='👍')"": 53, ""ReactionEmoji(emoticon='⚡')"": 17, ""ReactionEmoji(emoticon='😁')"": 14, ""ReactionEmoji(emoticon='😍')"": 14, ""ReactionEmoji(emoticon='😇')"": 7}",7,6,563,1062
20940,2025-09-13 16:10:21+00:00,"А тут в честь начала учебного года Золотое Яблоко создали специальный выпуск бьюти-журнала! 

Я тоже приняла участие в и показала, какой образ носила бы в школу и университет. Почитать можно тут 🥮🍂🐻

Скрыла продукты под спойлер, переходите смотреть, что я выбираю для школьных осенних макияжей!",95780,50,19,"{""ReactionEmoji(emoticon='❤')"": 735, 'ReactionCustomEmoji(document_id=5294214784856649592)': 399, ""ReactionEmoji(emoticon='🔥')"": 218, ""ReactionEmoji(emoticon='⚡')"": 58, ""ReactionEmoji(emoticon='👍')"": 37, ""ReactionEmoji(emoticon='😁')"": 18, ""ReactionEmoji(emoticon='😇')"": 15, ""ReactionEmoji(emoticon='😍')"": 2}",16,5,735,1482
18863,2025-05-25 05:01:52+00:00,"Бьюти-дни в Золотом Яблоке для тебя и подружек💕

С 26 по 30 мая приходи шопиться в наши магазины со своими бести! Будут скидки до −60% на тысячи товаров, обучалки по мейку и преображение от визажистов в подарок при покупке от 2 000 ₽. 

На дневных мастер-классах с 12:00 до 16:00 вас научат делать трендовые макияжи, как из рилсов! Чтобы вы сами смогли повторить их на выпускной.

Ждем всех в магазинах ваших городов!",106743,459,85,"{""ReactionEmoji(emoticon='❤')"": 888, 'ReactionCustomEmoji(document_id=5246778936951602392)': 278, ""ReactionEmoji(emoticon='😍')"": 207, ""ReactionEmoji(emoticon='👍')"": 101, ""ReactionEmoji(emoticon='🔥')"": 24, ""ReactionEmoji(emoticon='😁')"": 20, ""ReactionEmoji(emoticon='⚡')"": 16, ""ReactionEmoji(emoticon='😇')"": 15}",5,6,888,1549
19886,2025-07-22 10:01:25+00:00,"День рождения в бане! Популярный блогер Полина Зиновьева делится историей своего самого душевного праздника🩷

Что бы выбрали вы: шумную вечеринку или уютный вечер с близкими? Пишите в комментариях и читайте истории других блогеров в честь дня рождения Золотого Яблока! Не забудьте поучаствовать в розыгрыше и забрать промокод по ссылке.

Ссылки на любимые продукты Полины оставили ниже:

— двойные румяна в стике Arive Makeup Duo Blush Stick Soft 
— спрей-сыворотка для лица d’Alba White Truffle First Spray Serum
— отшелушивающие пэды Anua Heartleaf 77%
— тональный крем с витамином C Clinique Even Better Clinical Vitamin 
— увлажняющий гель Clinique Moisture Surge 100h

Реклама",97643,42,30,"{""ReactionEmoji(emoticon='❤')"": 577, 'ReactionCustomEmoji(document_id=5408936677047570928)': 232, ""ReactionEmoji(emoticon='🔥')"": 147, ""ReactionEmoji(emoticon='😍')"": 61, ""ReactionEmoji(emoticon='👍')"": 27, ""ReactionEmoji(emoticon='😁')"": 15, ""ReactionEmoji(emoticon='😇')"": 15, ""ReactionEmoji(emoticon='⚡')"": 14}",10,1,577,1088
19892,2025-07-22 13:01:34+00:00,"В прямом эфире тренер и эксперт бренда SkinpHoria Марат Исламов⚡️ Поговорим про важность баланса pH в каждодневном уходе и покажем косметику, которая восстановит кожу. Будет розыгрыш, так что обязательно присоединяйтесь!",82144,5,0,"{""ReactionEmoji(emoticon='❤')"": 538, 'ReactionCustomEmoji(document_id=5408936677047570928)': 191, ""ReactionEmoji(emoticon='👍')"": 133, ""ReactionEmoji(emoticon='🔥')"": 73, ""ReactionEmoji(emoticon='😁')"": 22, ""ReactionEmoji(emoticon='⚡')"": 20, ""ReactionEmoji(emoticon='😍')"": 18, ""ReactionEmoji(emoticon='😇')"": 11}",13,1,538,1006
18693,2025-05-16 13:48:09+00:00,Передаем привет из Дубая от Алины и Лизы💚  Прямо сейчас там проходит праздничное открытие нашего магазина в City Centre Mirdif. Все подробности в @goldapple_me,105642,199,32,"{""ReactionEmoji(emoticon='❤')"": 985, ""ReactionEmoji(emoticon='😍')"": 252, ""ReactionEmoji(emoticon='⚡')"": 153, ""ReactionEmoji(emoticon='🔥')"": 112, 'ReactionCustomEmoji(document_id=5246778936951602392)': 93, ""ReactionEmoji(emoticon='👍')"": 51, ""ReactionEmoji(emoticon='😇')"": 21, ""ReactionEmoji(emoticon='😁')"": 16}",13,4,985,1683
